Order Number,Order Date,Item Name,Quantity,Product Price,Total products
9820,06/06/2018 20:15,Mushroom Rice,2,3.95,7
9817,06/06/2018 18:40,Special Fried Rice,1,3.95,6
9813,06/06/2018 18:06,Onion Bhajee,1,3.95,5
9812,06/06/2018 17:56,Masala Sauce,1,3.95,6
9804,05/06/2018 12:10,Onion Bhajee,1,3.95,25
9804,05/06/2018 12:10,Mushroom Rice,2,3.95,25
9801,04/06/2018 19:12,Meat Samosa,1,3.95,5
9799,04/06/2018 18:59,Onion Bhajee,1,3.95,2
9798,04/06/2018 18:42,Stuffed Paratha,2,3.95,4
9797,04/06/2018 18:33,Lemon Rice,1,3.95,5
9794,04/06/2018 17:37,Meat Samosa,1,3.95,5
9793,04/06/2018 16:00,Mushroom Rice,1,3.95,5
9792,04/06/2018 14:31,Onion Bhajee,1,3.95,2
9785,03/06/2018 17:06,Mushroom Rice,1,3.95,7
9783,03/06/2018 14:58,Meat Samosa,1,3.95,1
9782,03/06/2018 14:57,Onion Bhajee,1,3.95,14
9780,03/06/2018 14:36,Meat Samosa,2,3.95,1
9779,03/06/2018 14:27,Meat Samosa,1,3.95,1
9778,03/06/2018 14:24,Meat Samosa,1,3.95,3
9778,03/06/2018 14:24,Onion Bhajee,1,3.95,3
9774,02/06/2018 20:09,Dhansak Sauce,1,3.95,4
9772,02/06/2018 19:50,Onion Bhajee,1,3.95,7
9772,02/06/2018 19:50,Mushroom Rice,2,3.95,7
9770,02/06/2018 19:24,Masala Sauce,1,3.95,13
9770,02/06/2018 19:24,Mushroom Rice,1,3.95,13
9770,02/06/2018 19:24,Saag Rice,1,3.95,13
9768,02/06/2018 19:16,Mushroom Rice,1,3.95,8
9767,02/06/2018 18:59,Meat Samosa,1,3.95,7
9767,02/06/2018 18:59,Onion Bhajee,1,3.95,7
9766,02/06/2018 18:51,Mushroom Rice,1,3.95,3
9765,02/06/2018 18:51,Meat Samosa,1,3.95,1
9764,02/06/2018 18:45,Meat Samosa,1,3.95,1
9761,02/06/2018 18:30,Onion Bhajee,1,3.95,10
9760,02/06/2018 17:42,Vegetable Rice,1,3.95,1
9758,02/06/2018 17:23,Onion Rice,1,3.95,4
9757,01/06/2018 21:01,Korma Sauce,1,3.95,4
9753,01/06/2018 19:20,Mushroom Rice,1,3.95,6
9752,01/06/2018 19:12,Vindaloo Sauce,1,3.95,11
9752,01/06/2018 19:12,Vegetable Rice,1,3.95,11
9750,01/06/2018 19:09,Onion Bhajee,1,3.95,6
9748,01/06/2018 18:16,Onion Bhajee,1,3.95,8
9748,01/06/2018 18:16,Special Fried Rice,1,3.95,8
9748,01/06/2018 18:16,Saag Rice,1,3.95,8
9746,01/06/2018 17:58,Meat Samosa,1,3.95,15
9744,01/06/2018 17:50,Onion Bhajee,1,3.95,6
9744,01/06/2018 17:50,Mushroom Rice,1,3.95,6
9742,01/06/2018 17:19,Meat Samosa,1,3.95,3
9742,01/06/2018 17:19,Onion Bhajee,1,3.95,3
9741,31/05/2018 22:26,French Fries,1,3.95,6
9739,31/05/2018 20:33,Curry Sauce,1,3.95,5
9739,31/05/2018 20:33,Mushroom Rice,1,3.95,5
9739,31/05/2018 20:33,Onion Bhajee,2,3.95,5
9737,31/05/2018 19:17,Lemon Rice,1,3.95,7
9737,31/05/2018 19:17,Dhansak Sauce,1,3.95,7
9735,31/05/2018 18:59,Vegetable Rice,1,3.95,3
9734,31/05/2018 18:44,Mushroom Rice,1,3.95,10
9733,31/05/2018 18:23,Garlic Rice,1,3.95,10
9728,30/05/2018 20:01,Special Fried Rice,1,3.95,7
9728,30/05/2018 20:01,Onion Bhajee,1,3.95,7
9726,30/05/2018 18:51,French Fries,2,3.95,16
9726,30/05/2018 18:51,Onion Bhajee,3,3.95,16
9723,30/05/2018 17:58,Onion Bhajee,1,3.95,9
9721,30/05/2018 17:32,Stuffed Paratha,1,3.95,6
9720,29/05/2018 22:34,Vegetable Rice,2,3.95,3
9718,29/05/2018 21:15,Mushroom Rice,1,3.95,8
9714,29/05/2018 19:35,Garlic Rice,1,3.95,7
9710,29/05/2018 18:53,French Fries,1,3.95,5
9710,29/05/2018 18:53,Korma Sauce,1,3.95,5
9709,29/05/2018 18:22,Vegetable Rice,1,3.95,2
9708,29/05/2018 18:16,Lemon Rice,1,3.95,4
9707,29/05/2018 17:12,Meat Samosa,1,3.95,1
9706,28/05/2018 20:39,Vegetable Rice,1,3.95,7
9704,28/05/2018 20:17,Mushroom Rice,1,3.95,7
9703,28/05/2018 19:36,Onion Bhajee,1,3.95,7
9702,28/05/2018 19:29,Vindaloo Sauce,1,3.95,7
9702,28/05/2018 19:29,Masala Sauce,1,3.95,7
9700,28/05/2018 18:54,Stuffed Paratha,1,3.95,7
9700,28/05/2018 18:54,Mushroom Rice,1,3.95,7
9699,28/05/2018 18:40,Onion Bhajee,1,3.95,4
9699,28/05/2018 18:40,Bengal Salad,1,3.95,4
9694,27/05/2018 21:19,Meat Samosa,2,3.95,3
9693,27/05/2018 19:45,Vegetable Rice,1,3.95,6
9692,27/05/2018 19:34,Meat Samosa,2,3.95,4
9691,27/05/2018 19:17,Meat Samosa,1,3.95,4
9690,27/05/2018 18:50,French Fries,1,3.95,5
9687,27/05/2018 17:41,Egg Rice,1,3.95,4
9686,27/05/2018 17:26,Onion Bhajee,1,3.95,6
9686,27/05/2018 17:26,Mushroom Rice,1,3.95,6
9685,27/05/2018 14:15,Meat Samosa,2,3.95,1
9684,27/05/2018 13:53,Vegetable Rice,1,3.95,2
9683,27/05/2018 13:43,Mushroom Rice,1,3.95,4
9682,26/05/2018 20:55,Mushroom Rice,1,3.95,15
9682,26/05/2018 20:55,Special Fried Rice,1,3.95,15
9680,26/05/2018 20:44,Onion Bhajee,1,3.95,11
9680,26/05/2018 20:44,Lemon Rice,1,3.95,11
9679,26/05/2018 20:34,Saag Rice,1,3.95,8
9676,26/05/2018 19:48,Onion Bhajee,1,3.95,6
9675,26/05/2018 19:35,Onion Bhajee,1,3.95,8
9674,26/05/2018 19:17,Mushroom Rice,1,3.95,7
9673,26/05/2018 19:11,Madras Sauce,1,3.95,12
9673,26/05/2018 19:11,Onion Bhajee,2,3.95,12
9671,26/05/2018 18:57,Onion Bhajee,1,3.95,6
9670,26/05/2018 18:48,Korma Sauce,1,3.95,7
9667,26/05/2018 17:51,Meat Samosa,1,3.95,3
9666,26/05/2018 17:41,Onion Bhajee,1,3.95,6
9666,26/05/2018 17:41,Keema Rice,2,3.95,6
9665,26/05/2018 17:40,Onion Bhajee,1,3.95,8
9664,26/05/2018 17:36,Onion Bhajee,2,3.95,11
9664,26/05/2018 17:36,Dhansak Sauce,1,3.95,11
9664,26/05/2018 17:36,Onion Rice,1,3.95,11
9663,26/05/2018 17:27,French Fries,1,3.95,5
9662,26/05/2018 17:10,Keema Rice,1,3.95,5
9661,26/05/2018 17:07,Madras Sauce,1,3.95,12
9661,26/05/2018 17:07,Mushroom Rice,2,3.95,12
9656,25/05/2018 21:29,Meat Samosa,3,3.95,2
9654,25/05/2018 20:42,Egg Rice,1,3.95,4
9654,25/05/2018 20:42,Vegetable Rice,1,3.95,4
9653,25/05/2018 20:04,Onion Bhajee,1,3.95,7
9652,25/05/2018 19:44,Onion Bhajee,1,3.95,7
9651,25/05/2018 19:12,Onion Bhajee,1,3.95,8
9650,25/05/2018 19:00,Meat Samosa,1,3.95,5
9648,25/05/2018 18:42,Mushroom Rice,1,3.95,5
9647,25/05/2018 18:35,Meat Samosa,1,3.95,5
9647,25/05/2018 18:35,Mushroom Rice,1,3.95,5
9643,25/05/2018 17:46,Vegetable Rice,1,3.95,1
9639,24/05/2018 21:16,Mushroom Rice,1,3.95,8
9639,24/05/2018 21:16,French Fries,1,3.95,8
9639,24/05/2018 21:16,Onion Bhajee,1,3.95,8
9635,24/05/2018 20:38,Vegetable Rice,1,3.95,2
9634,24/05/2018 20:22,Keema Rice,1,3.95,5
9634,24/05/2018 20:22,Onion Bhajee,1,3.95,5
9632,24/05/2018 19:22,Vegetable Rice,1,3.95,3
9631,24/05/2018 19:07,Mushroom Rice,1,3.95,5
9628,24/05/2018 18:15,Meat Samosa,1,3.95,3
9625,23/05/2018 19:31,Egg Paratha,2,3.95,4
9622,23/05/2018 18:00,Mushroom Rice,1,3.95,4
9621,23/05/2018 17:17,Mushroom Rice,1,3.95,5
9620,22/05/2018 19:46,Egg Paratha,1,3.95,3
9620,22/05/2018 19:46,Special Fried Rice,1,3.95,3
9618,22/05/2018 18:54,Special Fried Rice,1,3.95,4
9614,22/05/2018 12:16,Meat Samosa,1,3.95,1
9612,21/05/2018 19:06,Mushroom Rice,1,3.95,2
9611,21/05/2018 18:15,Meat Samosa,1,3.95,8
9610,21/05/2018 18:11,Meat Samosa,1,3.95,10
9610,21/05/2018 18:11,Onion Bhajee,1,3.95,10
9610,21/05/2018 18:11,Mushroom Rice,1,3.95,10
9609,21/05/2018 18:09,Meat Samosa,1,3.95,8
9608,21/05/2018 17:46,Onion Rice,1,3.95,7
9607,20/05/2018 21:21,Meat Samosa,3,3.95,1
9605,20/05/2018 19:23,Vegetable Rice,1,3.95,4
9602,20/05/2018 18:45,Onion Bhajee,1,3.95,9
9599,20/05/2018 18:21,Meat Samosa,1,3.95,4
9598,20/05/2018 18:07,Mushroom Rice,1,3.95,7
9594,20/05/2018 12:16,Meat Samosa,2,3.95,2
9594,20/05/2018 12:16,Onion Bhajee,2,3.95,2
9593,20/05/2018 00:02,Onion Bhajee,1,3.95,4
9591,19/05/2018 20:25,Onion Bhajee,1,3.95,8
9584,19/05/2018 18:33,Vegetable Rice,1,3.95,2
9583,19/05/2018 18:10,Onion Bhajee,1,3.95,3
9581,19/05/2018 13:35,Meat Samosa,1,3.95,2
9581,19/05/2018 13:35,Onion Bhajee,3,3.95,2
9580,19/05/2018 13:15,Onion Bhajee,1,3.95,1
9579,18/05/2018 22:07,Onion Bhajee,1,3.95,4
9579,18/05/2018 22:07,Stuffed Paratha,1,3.95,4
9577,18/05/2018 19:44,Special Fried Rice,1,3.95,8
9576,18/05/2018 19:20,Vegetable Rice,1,3.95,5
9575,18/05/2018 19:19,Onion Bhajee,1,3.95,6
9572,18/05/2018 19:03,Onion Bhajee,1,3.95,7
9572,18/05/2018 19:03,Bengal Salad,1,3.95,7
9570,17/05/2018 21:04,Still Water (750ml),1,3.95,4
9568,17/05/2018 20:20,Special Fried Rice,1,3.95,5
9566,17/05/2018 19:56,Korma Sauce,1,3.95,7
9566,17/05/2018 19:56,Onion Bhajee,1,3.95,7
9566,17/05/2018 19:56,Onion Rice,1,3.95,7
9561,17/05/2018 13:09,Special Fried Rice,3,3.95,4
9561,17/05/2018 13:09,Garlic Rice,1,3.95,4
9559,16/05/2018 19:27,Onion Bhajee,1,3.95,5
9558,16/05/2018 19:08,Onion Bhajee,1,3.95,4
9557,16/05/2018 18:33,Still Water (750ml),1,3.95,4
9555,16/05/2018 17:56,Onion Bhajee,1,3.95,4
9554,16/05/2018 17:51,Saag Rice,1,3.95,9
9553,16/05/2018 17:37,Onion Bhajee,1,3.95,9
9549,15/05/2018 19:27,Onion Bhajee,1,3.95,3
9548,15/05/2018 19:26,Saag Rice,1,3.95,3
9545,14/05/2018 19:08,Onion Bhajee,1,3.95,6
9545,14/05/2018 19:08,Onion Rice,1,3.95,6
9544,14/05/2018 12:22,Special Fried Rice,1,3.95,2
9542,13/05/2018 20:56,Meat Samosa,1,3.95,4
9540,13/05/2018 19:16,Meat Samosa,1,3.95,8
9540,13/05/2018 19:16,Onion Bhajee,1,3.95,8
9539,13/05/2018 18:50,Mushroom Rice,1,3.95,6
9538,13/05/2018 18:41,Mushroom Rice,1,3.95,3
9536,13/05/2018 18:07,Onion Bhajee,1,3.95,5
9534,13/05/2018 17:46,Meat Samosa,1,3.95,8
9534,13/05/2018 17:46,Onion Bhajee,1,3.95,8
9534,13/05/2018 17:46,Korma Sauce,1,3.95,8
9534,13/05/2018 17:46,Keema Rice,1,3.95,8
9533,13/05/2018 17:42,Onion Bhajee,2,3.95,10
9531,13/05/2018 16:43,Onion Bhajee,1,3.95,7
9530,13/05/2018 14:46,Onion Bhajee,1,3.95,4
9528,13/05/2018 14:38,Onion Bhajee,1,3.95,4
9527,13/05/2018 14:32,French Fries,2,3.95,5
9527,13/05/2018 14:32,Bengal Salad,1,3.95,5
9519,13/05/2018 12:06,Onion Bhajee,1,3.95,8
9518,13/05/2018 11:56,Onion Bhajee,1,3.95,5
9514,12/05/2018 19:50,Onion Bhajee,1,3.95,6
9513,12/05/2018 19:20,Onion Bhajee,1,3.95,8
9512,12/05/2018 19:19,Keema Rice,1,3.95,7
9512,12/05/2018 19:19,Meat Samosa,1,3.95,7
9511,12/05/2018 19:12,Onion Bhajee,1,3.95,6
9510,12/05/2018 19:10,Mushroom Rice,1,3.95,5
9508,12/05/2018 19:02,Vegetable Rice,1,3.95,8
9504,12/05/2018 18:46,French Fries,1,3.95,4
9504,12/05/2018 18:46,COBRA (330ML),2,3.95,4
9503,12/05/2018 18:44,Onion Rice,1,3.95,5
9500,12/05/2018 18:15,Mushroom Rice,1,3.95,9
9496,12/05/2018 17:28,Onion Bhajee,1,3.95,5
9495,12/05/2018 17:20,Saag Rice,1,3.95,7
9495,12/05/2018 17:20,Mushroom Rice,1,3.95,7
9495,12/05/2018 17:20,Onion Bhajee,1,3.95,7
9489,12/05/2018 13:22,Meat Samosa,1,3.95,3
9489,12/05/2018 13:22,Onion Bhajee,1,3.95,3
9488,12/05/2018 13:08,Onion Bhajee,1,3.95,3
9487,12/05/2018 10:51,Meat Samosa,1,3.95,2
9487,12/05/2018 10:51,Onion Bhajee,1,3.95,2
9486,12/05/2018 10:05,Meat Samosa,1,3.95,2
9486,12/05/2018 10:05,Onion Bhajee,1,3.95,2
9485,12/05/2018 09:54,Onion Bhajee,1,3.95,7
9484,12/05/2018 09:51,Onion Bhajee,1,3.95,7
9478,11/05/2018 19:02,Onion Bhajee,1,3.95,3
9476,11/05/2018 18:40,French Fries,1,3.95,9
9475,11/05/2018 18:30,Special Fried Rice,1,3.95,5
9473,11/05/2018 18:05,Onion Bhajee,1,3.95,7
9473,11/05/2018 18:05,Mushroom Rice,1,3.95,7
9472,11/05/2018 17:58,Stuffed Paratha,1,3.95,7
9471,11/05/2018 17:37,Onion Bhajee,1,3.95,11
9471,11/05/2018 17:37,Masala Sauce,1,3.95,11
9471,11/05/2018 17:37,Dhansak Sauce,1,3.95,11
9471,11/05/2018 17:37,Saag Rice,1,3.95,11
9468,11/05/2018 13:07,Vegetable Rice,1,3.95,11
9468,11/05/2018 13:07,Special Fried Rice,1,3.95,11
9466,11/05/2018 10:19,Onion Bhajee,1,3.95,5
9466,11/05/2018 10:19,COBRA (330ML),1,3.95,5
9465,10/05/2018 22:05,French Fries,1,3.95,6
9463,10/05/2018 20:41,Lemon Rice,1,3.95,8
9461,10/05/2018 19:15,Mushroom Rice,1,3.95,7
9451,09/05/2018 16:12,Onion Bhajee,1,3.95,8
9451,09/05/2018 16:12,Mushroom Rice,1,3.95,8
9449,08/05/2018 18:27,Special Fried Rice,1,3.95,3
9448,08/05/2018 18:01,Mushroom Rice,1,3.95,9
9446,08/05/2018 17:01,Onion Bhajee,1,3.95,5
9445,08/05/2018 14:08,Meat Samosa,1,3.95,2
9445,08/05/2018 14:08,Onion Bhajee,1,3.95,2
9439,07/05/2018 13:35,Meat Samosa,1,3.95,3
9439,07/05/2018 13:35,Onion Bhajee,1,3.95,3
9438,07/05/2018 13:27,Onion Bhajee,1,3.95,1
9437,07/05/2018 11:17,French Fries,1,3.95,2
9436,07/05/2018 10:54,Curry Sauce,1,3.95,4
9436,07/05/2018 10:54,Madras Sauce,1,3.95,4
9425,07/05/2018 00:39,Meat Samosa,1,3.95,1
9418,06/05/2018 14:09,Onion Bhajee,1,3.95,15
9415,05/05/2018 13:14,Perrier Water (750ml),1,3.95,9
9415,05/05/2018 13:14,Still Water (750ml),1,3.95,9
9415,05/05/2018 13:14,COBRA (330ML),1,3.95,9
9414,05/05/2018 13:10,Masala Sauce,1,3.95,58
9414,05/05/2018 13:10,Korma Sauce,1,3.95,58
9414,05/05/2018 13:10,Dhansak Sauce,1,3.95,58
9414,05/05/2018 13:10,Vindaloo Sauce,1,3.95,58
9414,05/05/2018 13:10,Madras Sauce,1,3.95,58
9414,05/05/2018 13:10,Curry Sauce,1,3.95,58
9414,05/05/2018 13:10,Stuffed Paratha,1,3.95,58
9414,05/05/2018 13:10,Egg Paratha,1,3.95,58
9414,05/05/2018 13:10,Egg Rice,1,3.95,58
9414,05/05/2018 13:10,Keema Rice,1,3.95,58
9414,05/05/2018 13:10,Lemon Rice,1,3.95,58
9414,05/05/2018 13:10,Mushroom Rice,1,3.95,58
9414,05/05/2018 13:10,Onion Rice,1,3.95,58
9414,05/05/2018 13:10,Special Fried Rice,1,3.95,58
9414,05/05/2018 13:10,Saag Rice,1,3.95,58
9414,05/05/2018 13:10,Vegetable Rice,1,3.95,58
9414,05/05/2018 13:10,Garlic Rice,1,3.95,58
9414,05/05/2018 13:10,French Fries,1,3.95,58
9414,05/05/2018 13:10,Bengal Salad,1,3.95,58
9410,05/05/2018 12:27,Meat Samosa,1,3.95,26
9410,05/05/2018 12:27,Onion Bhajee,1,3.95,26
9409,05/05/2018 00:51,Onion Bhajee,1,3.95,15
9406,03/05/2018 01:28,Onion Bhajee,1,3.95,7
9405,29/04/2018 16:53,Meat Samosa,1,3.95,1
9404,29/04/2018 16:52,Meat Samosa,1,3.95,1
9403,29/04/2018 16:50,Meat Samosa,1,3.95,1
9402,29/04/2018 16:48,Meat Samosa,1,3.95,1
9401,29/04/2018 16:47,Meat Samosa,1,3.95,1
9400,29/04/2018 16:47,Meat Samosa,1,3.95,1
9399,29/04/2018 16:46,Meat Samosa,1,3.95,1
9398,29/04/2018 16:46,Meat Samosa,1,3.95,1
9397,29/04/2018 16:46,Meat Samosa,1,3.95,1
9396,29/04/2018 16:44,Meat Samosa,1,3.95,1
9395,29/04/2018 16:36,Meat Samosa,1,3.95,3
9395,29/04/2018 16:36,Onion Bhajee,1,3.95,3
9394,29/04/2018 16:28,Meat Samosa,1,3.95,2
9394,29/04/2018 16:28,Onion Bhajee,1,3.95,2
9393,29/04/2018 16:20,Meat Samosa,1,3.95,1
9392,29/04/2018 16:19,Meat Samosa,1,3.95,1
9391,29/04/2018 16:18,Meat Samosa,1,3.95,1
9390,29/04/2018 16:17,Meat Samosa,1,3.95,1
9389,29/04/2018 16:16,Meat Samosa,1,3.95,4
9389,29/04/2018 16:16,Onion Bhajee,1,3.95,4
9388,29/04/2018 16:09,Meat Samosa,1,3.95,4
9388,29/04/2018 16:09,Onion Bhajee,1,3.95,4
9387,29/04/2018 16:05,Meat Samosa,1,3.95,4
9387,29/04/2018 16:05,Onion Bhajee,1,3.95,4
9386,29/04/2018 16:03,Meat Samosa,1,3.95,4
9386,29/04/2018 16:03,Onion Bhajee,1,3.95,4
9385,29/04/2018 15:52,Meat Samosa,1,3.95,3
9385,29/04/2018 15:52,Onion Bhajee,1,3.95,3
9384,29/04/2018 15:47,Meat Samosa,1,3.95,4
9384,29/04/2018 15:47,Onion Bhajee,1,3.95,4
9383,29/04/2018 15:46,Meat Samosa,1,3.95,3
9383,29/04/2018 15:46,Onion Bhajee,1,3.95,3
9382,29/04/2018 15:42,Meat Samosa,1,3.95,4
9382,29/04/2018 15:42,Onion Bhajee,1,3.95,4
9381,29/04/2018 15:42,Meat Samosa,1,3.95,2
9381,29/04/2018 15:42,Onion Bhajee,1,3.95,2
9380,29/04/2018 15:20,Meat Samosa,1,3.95,1
9379,29/04/2018 15:10,Meat Samosa,1,3.95,1
9378,29/04/2018 14:59,Meat Samosa,1,3.95,1
9377,29/04/2018 14:56,Meat Samosa,1,3.95,1
9375,29/04/2018 14:55,Meat Samosa,1,3.95,1
9374,29/04/2018 14:16,Onion Bhajee,2,3.95,46
9374,29/04/2018 14:16,Meat Samosa,2,3.95,46
9374,29/04/2018 14:16,Egg Paratha,2,3.95,46
9374,29/04/2018 14:16,Stuffed Paratha,2,3.95,46
9374,29/04/2018 14:16,Lemon Rice,2,3.95,46
9374,29/04/2018 14:16,Onion Rice,2,3.95,46
9374,29/04/2018 14:16,Mushroom Rice,2,3.95,46
9374,29/04/2018 14:16,Keema Rice,2,3.95,46
9374,29/04/2018 14:16,Saag Rice,2,3.95,46
9374,29/04/2018 14:16,Garlic Rice,2,3.95,46
9374,29/04/2018 14:16,Vegetable Rice,2,3.95,46
9374,29/04/2018 14:16,Special Fried Rice,2,3.95,46
9374,29/04/2018 14:16,Egg Rice,2,3.95,46
9374,29/04/2018 14:16,COBRA (330ML),2,3.95,46
9374,29/04/2018 14:16,Perrier Water (750ml),2,3.95,46
9374,29/04/2018 14:16,Still Water (750ml),2,3.95,46
9373,29/04/2018 14:09,Meat Samosa,1,3.95,3
9373,29/04/2018 14:09,Onion Bhajee,1,3.95,3
9372,29/04/2018 14:02,Meat Samosa,1,3.95,3
9372,29/04/2018 14:02,Onion Bhajee,2,3.95,3
9370,29/04/2018 13:35,Meat Samosa,1,3.95,3
9370,29/04/2018 13:35,Onion Bhajee,1,3.95,3
9367,29/04/2018 12:30,Meat Samosa,1,3.95,2
9367,29/04/2018 12:30,Onion Bhajee,1,3.95,2
9365,29/04/2018 10:48,Meat Samosa,1,3.95,2
9365,29/04/2018 10:48,Onion Bhajee,1,3.95,2
9360,25/04/2018 18:40,Onion Bhajee,1,3.95,8
9359,25/04/2018 18:05,Bengal Salad,1,3.95,5
9358,25/04/2018 17:58,Bengal Salad,1,3.95,5
9355,24/04/2018 21:24,Mushroom Rice,1,3.95,8
9355,24/04/2018 21:24,Keema Rice,1,3.95,8
9354,24/04/2018 20:15,Onion Rice,1,3.95,11
9352,24/04/2018 19:14,Mushroom Rice,1,3.95,8
9349,24/04/2018 18:37,Egg Rice,1,3.95,5
9348,24/04/2018 18:33,Egg Rice,1,3.95,5
9344,24/04/2018 15:15,Onion Bhajee,1,3.95,4
9339,23/04/2018 18:21,Onion Bhajee,1,3.95,16
9339,23/04/2018 18:21,Lemon Rice,2,3.95,16
9339,23/04/2018 18:21,Garlic Rice,1,3.95,16
9337,23/04/2018 17:38,Onion Bhajee,1,3.95,7
9336,23/04/2018 17:31,Onion Bhajee,1,3.95,7
9327,22/04/2018 20:39,Vegetable Rice,1,3.95,3
9323,22/04/2018 19:35,Special Fried Rice,2,3.95,5
9320,22/04/2018 19:12,Special Fried Rice,2,3.95,8
9320,22/04/2018 19:12,Garlic Rice,2,3.95,8
9319,22/04/2018 18:28,Onion Bhajee,1,3.95,7
9318,22/04/2018 17:47,Vegetable Rice,1,3.95,5
9318,22/04/2018 17:47,Onion Bhajee,1,3.95,5
9317,22/04/2018 17:06,Vegetable Rice,2,3.95,2
9316,22/04/2018 17:07,Lemon Rice,1,3.95,11
9316,22/04/2018 17:07,Mushroom Rice,1,3.95,11
9315,22/04/2018 16:59,Keema Rice,1,3.95,10
9312,21/04/2018 22:56,Special Fried Rice,1,3.95,4
9309,21/04/2018 21:24,Mushroom Rice,1,3.95,5
9308,21/04/2018 20:51,Vegetable Rice,1,3.95,2
9304,21/04/2018 20:01,Special Fried Rice,1,3.95,11
9303,21/04/2018 19:44,Keema Rice,1,3.95,5
9302,21/04/2018 19:39,Onion Bhajee,1,3.95,7
9301,21/04/2018 19:37,Onion Bhajee,1,3.95,5
9301,21/04/2018 19:37,Mushroom Rice,1,3.95,5
9299,21/04/2018 19:17,Onion Bhajee,2,3.95,8
9294,21/04/2018 18:38,Mushroom Rice,1,3.95,10
9292,21/04/2018 17:18,French Fries,1,3.95,5
9291,21/04/2018 17:15,Vegetable Rice,1,3.95,4
9289,21/04/2018 16:44,Madras Sauce,1,3.95,5
9277,20/04/2018 18:52,Egg Rice,1,3.95,4
9277,20/04/2018 18:52,Saag Rice,1,3.95,4
9276,20/04/2018 18:46,Mushroom Rice,1,3.95,3
9272,20/04/2018 02:09,Onion Bhajee,1,3.95,1
9269,19/04/2018 22:46,French Fries,1,3.95,6
9266,19/04/2018 22:24,Special Fried Rice,1,3.95,8
9261,19/04/2018 19:35,French Fries,1,3.95,6
9261,19/04/2018 19:35,Mushroom Rice,1,3.95,6
9260,19/04/2018 19:29,Saag Rice,1,3.95,11
9260,19/04/2018 19:29,Vegetable Rice,1,3.95,11
9258,19/04/2018 19:21,Onion Bhajee,1,3.95,8
9258,19/04/2018 19:21,Mushroom Rice,1,3.95,8
9252,19/04/2018 17:46,Saag Rice,1,3.95,9
9247,18/04/2018 22:23,Special Fried Rice,1,3.95,5
9246,18/04/2018 20:11,Onion Bhajee,1,3.95,5
9245,18/04/2018 19:17,Saag Rice,1,3.95,5
9243,18/04/2018 18:27,Vegetable Rice,1,3.95,1
9241,17/04/2018 21:11,Vegetable Rice,1,3.95,2
9237,17/04/2018 18:58,Onion Bhajee,1,3.95,6
9231,16/04/2018 22:01,Mushroom Rice,1,3.95,8
9226,16/04/2018 18:28,Meat Samosa,2,3.95,11
9226,16/04/2018 18:28,Onion Bhajee,2,3.95,11
9226,16/04/2018 18:28,Egg Rice,1,3.95,11
9225,16/04/2018 18:23,Saag Rice,1,3.95,4
9219,16/04/2018 17:29,COBRA (330ML),1,3.95,5
9218,16/04/2018 16:31,Mushroom Rice,1,3.95,6
9218,16/04/2018 16:31,Onion Rice,1,3.95,6
9217,15/04/2018 20:15,Special Fried Rice,1,3.95,8
9217,15/04/2018 20:15,Egg Rice,1,3.95,8
9215,15/04/2018 18:29,Special Fried Rice,1,3.95,4
9214,15/04/2018 18:27,Meat Samosa,1,3.95,5
9214,15/04/2018 18:27,Masala Sauce,1,3.95,5
9214,15/04/2018 18:27,Keema Rice,1,3.95,5
9208,14/04/2018 21:13,Meat Samosa,1,3.95,4
9206,14/04/2018 19:43,Mushroom Rice,1,3.95,6
9201,14/04/2018 18:59,Garlic Rice,1,3.95,8
9201,14/04/2018 18:59,Special Fried Rice,1,3.95,8
9201,14/04/2018 18:59,Onion Bhajee,1,3.95,8
9198,14/04/2018 18:51,Onion Bhajee,1,3.95,13
9198,14/04/2018 18:51,Dhansak Sauce,1,3.95,13
9198,14/04/2018 18:51,Masala Sauce,1,3.95,13
9198,14/04/2018 18:51,Onion Rice,1,3.95,13
9194,14/04/2018 18:12,Onion Bhajee,1,3.95,7
9194,14/04/2018 18:12,Madras Sauce,1,3.95,7
9194,14/04/2018 18:12,Garlic Rice,1,3.95,7
9192,14/04/2018 17:58,Masala Sauce,1,3.95,7
9191,14/04/2018 17:55,Madras Sauce,1,3.95,8
9191,14/04/2018 17:55,Mushroom Rice,1,3.95,8
9190,14/04/2018 17:45,Mushroom Rice,1,3.95,5
9189,14/04/2018 17:14,Onion Bhajee,1,3.95,5
9185,13/04/2018 19:42,Special Fried Rice,1,3.95,8
9182,13/04/2018 19:20,Onion Rice,1,3.95,10
9181,13/04/2018 19:20,Onion Bhajee,1,3.95,8
9181,13/04/2018 19:20,Mushroom Rice,1,3.95,8
9180,13/04/2018 19:15,Vegetable Rice,1,3.95,4
9178,13/04/2018 19:06,Onion Bhajee,1,3.95,5
9178,13/04/2018 19:06,Vegetable Rice,1,3.95,5
9176,13/04/2018 18:58,Bengal Salad,1,3.95,9
9173,13/04/2018 18:39,Meat Samosa,1,3.95,5
9173,13/04/2018 18:39,Mushroom Rice,1,3.95,5
9172,13/04/2018 18:26,Onion Bhajee,1,3.95,9
9172,13/04/2018 18:26,Keema Rice,1,3.95,9
9170,13/04/2018 18:11,Onion Bhajee,1,3.95,7
9170,13/04/2018 18:11,Mushroom Rice,1,3.95,7
9169,13/04/2018 18:08,Mushroom Rice,1,3.95,10
9168,13/04/2018 17:58,Onion Bhajee,1,3.95,7
